"","moyr","Site Num","Longitude","Latitude","avg_pm25"
"471","8-2014","0076",-87.713488,41.7514,14.4574742222222
"472","8-2014","1011",-88.190967,41.221537,14.9615504047619
"473","8-2014","4002",-88.152534,41.771071,12.8
"474","8-2014","4201",-87.799227,42.139996,12.0731647464789
"475","8-2014","6005",-87.748902,41.864426,12.3405791935484
"476","8-2015","0001",-88.242207,42.221442,10.1053646451613
"477","8-2015","0001",-87.732457,41.670992,10.8643825806452
"478","8-2015","0010",-87.933333,43.016667,5.56636174193548
"479","8-2015","0019",-87.8093,42.504722,6.13645820967742
"480","8-2015","0026",-87.913504,43.060975,5.77529470967742
"481","8-2015","0027",-88.21507,43.020075,6.13295556451613
"482","8-2015","0057",-87.722673,41.912739,12.7469086290323
"483","8-2015","0058",-87.931983,42.930708,7.52374943548387
"484","8-2015","0076",-87.713488,41.7514,11.0148118275862
"485","8-2015","1011",-88.190967,41.221537,13.3243200645161
"486","8-2015","4201",-87.799227,42.139996,9.93360390909091
"487","8-2015","6005",-87.748902,41.864426,11.438172016129
"488","8-2016","0001",-88.242207,42.221442,7.17479805357143
"489","8-2016","0001",-87.732457,41.670992,6.87569095833333
"490","8-2016","0010",-87.933333,43.016667,3.7141049516129
"491","8-2016","0019",-87.8093,42.504722,2.16953816129032
"492","8-2016","0026",-87.913504,43.060975,7.03260020967742
"493","8-2016","0027",-88.21507,43.020075,8.35605454237288
"494","8-2016","0057",-87.722673,41.912739,9.24074416129032
"495","8-2016","0058",-87.931983,42.930708,5.54356064516129
"496","8-2016","0076",-87.713488,41.7514,9.13175933333333
"497","8-2016","1011",-88.190967,41.221537,8.89167627419355
"498","8-2016","4201",-87.799227,42.139996,10.7302419516129
"499","8-2016","6005",-87.748902,41.864426,5.64292932786885
"500","8-2017","0001",-88.242207,42.221442,10.2591357719298
"501","8-2017","0001",-87.732457,41.670992,10.4856959019608
"502","8-2017","0057",-87.722673,41.912739,8.70375906779661
"503","8-2017","0076",-87.713488,41.7514,11.5379949464286
"504","8-2017","6005",-87.748902,41.864426,7.55697959649123
"505","8-2018","0001",-88.242207,42.221442,12.8425097580645
"506","8-2018","0001",-87.732457,41.670992,11.7733920238095
"507","8-2018","0057",-87.722673,41.912739,12.2379139137931
"508","8-2018","0076",-87.713488,41.7514,15.62364345
"509","8-2018","6005",-87.748902,41.864426,13.9012126290323
"510","9-2014","0001",-88.242207,42.221442,9.01152775
"511","9-2014","0001",-87.732457,41.670992,10.9111931666667
"512","9-2014","0010",-87.933333,43.016667,7.98563218965517
"513","9-2014","0019",-87.8093,42.504722,6.57314440350877
"514","9-2014","0022",-87.304722,41.606667,12.64
"515","9-2014","0026",-87.913504,43.060975,6.69727365714286
"516","9-2014","0027",-88.21507,43.020075,8.71813521538462
"517","9-2014","0057",-87.722673,41.912739,11.0799603015873
"518","9-2014","0058",-87.931983,42.930708,8.79684778333333
"519","9-2014","0076",-87.713488,41.7514,12.2083340285714
"520","9-2014","1011",-88.190967,41.221537,10.3975000166667
"521","9-2014","4002",-88.152534,41.771071,10.625
"522","9-2014","4201",-87.799227,42.139996,9.82772202898551
"523","9-2014","6005",-87.748902,41.864426,10.2589086610169
"524","9-2015","0001",-88.242207,42.221442,10.98499995
"525","9-2015","0001",-87.732457,41.670992,11.6288327966102
"526","9-2015","0010",-87.933333,43.016667,7.63047978333333
"527","9-2015","0019",-87.8093,42.504722,7.22103263333333
"528","9-2015","0026",-87.913504,43.060975,7.25773826666667
"529","9-2015","0027",-88.21507,43.020075,6.67491960714286
"530","9-2015","0057",-87.722673,41.912739,12.2253593207547
"531","9-2015","0058",-87.931983,42.930708,9.0000785
"532","9-2015","0076",-87.713488,41.7514,10.1907751851852
"533","9-2015","1011",-88.190967,41.221537,10.0845139
"534","9-2015","4201",-87.799227,42.139996,11.8791419833333
"535","9-2015","6005",-87.748902,41.864426,12.4197916428571
"536","9-2016","0001",-88.242207,42.221442,8.15375001666667
"537","9-2016","0001",-87.732457,41.670992,6.31833394915254
"538","9-2016","0010",-87.933333,43.016667,3.46406618333333
"539","9-2016","0019",-87.8093,42.504722,1.50673462711864
"540","9-2016","0026",-87.913504,43.060975,5.66906016666667
"541","9-2016","0027",-88.21507,43.020075,8.45726086
"542","9-2016","0057",-87.722673,41.912739,7.894425375
"543","9-2016","0058",-87.931983,42.930708,4.54299691666667
"544","9-2016","0076",-87.713488,41.7514,9.58515704545455
"545","9-2016","1011",-88.190967,41.221537,9.09532081818182
"546","9-2016","4201",-87.799227,42.139996,7.0389583
"547","9-2016","6005",-87.748902,41.864426,7.19277781666667
"548","9-2017","0001",-88.242207,42.221442,10.8624293220339
"549","9-2017","0001",-87.732457,41.670992,8.221678
"550","9-2017","0057",-87.722673,41.912739,10.2000126166667
"551","9-2017","0076",-87.713488,41.7514,9.72183669491525
"552","9-2017","6005",-87.748902,41.864426,9.62798338333333
"553","9-2018","0001",-88.242207,42.221442,8.28193292982456
"554","9-2018","0001",-87.732457,41.670992,10.85139435
"555","9-2018","0057",-87.722673,41.912739,7.85155003333333
"556","9-2018","0076",-87.713488,41.7514,11.3870370555556
"557","9-2018","6005",-87.748902,41.864426,8.26621377966102
